Ville_Recherche,Titre,Prix,Surface_m2,Pieces,Type,Ville_Reelle,CP,Adresse_Texte
Lille,"Comines , proche du centre ville , belle maison semi individuelle  trois chambres jardin et garage",230000,89.0,5,Maison,Comines,59560,"Comines, 59560, France"
Lille,IMMEUBLE DE RAPPORT (IDEAL INVESTISSEUR) SITUE A LOOS A 2 PAS DU CENTRE HOSPITALIER ,162000,145.0,0,Autre,Loos,59120,"Loos, 59120, France"
Lille,"très proche du centre, maison de ville avec jardin 
Couloir d'entrée jusqu'au jardin, beau séjour de 35m2, cuisine 11m2, salle de bains et wc à moderniser
2 chambres et bureau (vélux)sol plancher....",145000,92.0,5,Maison,Annœullin,59112,"Annœullin, 59112, France"
Lille,"A saisir !
Maison semi individuelle des années 1930 offrant un grand couloir d'entrée, un beau séjour, une cuisine équipée.
A l'étage sur 2 niveaux on retrouve 3 chambres et une grande salle de...",112000,82.35,4,Maison,Tourcoing,59200,"Tourcoing, 59200, France"
Lille,"Située sur la commune de RAISMES, cette maison de type ""1930""  d’une surface habitable d’environ 63 m², vous propose   :

Au rez de chaussée un salon-salle à manger, l'espace cuisine, une salle de...",64000,63.0,3,Maison,Raismes,59590,"Raismes, 59590, France"
Lille,"Fermette bâtie sur 4148 m² comprenant en front à rue une maison à usage d'habitation à rénover et divers bâtiment (Grange, dépendances) en ruines.
Cette ensemble est situé en zone UB au niveau du...",130000,90.0,5,Maison,Raimbeaucourt,59283,"Raimbeaucourt, 59283, France"
Lille,Maison individuelle de 140 m2  5 chambres jardin garage,300000,145.0,6,Maison,Gondecourt,59147,"Gondecourt, 59147, France"
Lille,TRÈS AGRÉABLE PAVILLON INDIVIDUEL TRADITIONNEL EN SEMI PLAIN-PIED OFFRANT : RDC : Couloir d'entrée donnant sur un salon  et une salle  à manger avec cheminée feu de bois et insert  - Cuisine ...,240000,93.0,5,Maison,Monchecourt,59234,"Monchecourt, 59234, France"
Lille,MAISON TOURCOING VENTE SUR APPEL D'OFFRE AU PLUS OFFRANT ,50000,66.8,3,Maison,Tourcoing,59200,"Tourcoing, 59200, France"
Lille,"A VENDRE AUX ENCHERES 
Sur la commune de Ostricourt, 1 rue Marx Dormoy,  maison individuelle au fond d'une allée privée et sans vis-à-vis 
D'une surface de 240 m², sur un terrain de 2 114m² avec...",240000,240.0,7,Maison,Ostricourt,59162,"Ostricourt, 59162, France"
Lille,"CAMBRAI, 
Proximité avenue du cateau, immeuble à rénover bâti sur  596 m² de terrain offrant :
Au rdc ( ancien café) avec une grande pièce ( 47.94 m²), pièce (16.85m²), véranda, salle d 'eau , wc...",98700,155.0,6,Maison,Cambrai,59400,"Cambrai, 59400, France"
Lille,"Maison de village semi individuelle bâtie sur 212 m² comprenant salon, salle à manger, cuisine aménagée, salle de bains, wc au 1er étage 3 chambres.
Passage sur le côté, jardin clos.",99500,84.0,6,Maison,Waziers,59119,"Waziers, 59119, France"
Lille,"Maison semi individuelle de 1967 bâtie sur 301m² comprenant :

Hall d'entrée, salon, cuisine, salle de bains, wc, buanderie, garage
A l'étage palier desservant 4 chambres
Terrasse avec pergola, et...",128400,92.2,5,Maison,Flers-en-Escrebieux,59128,"Flers-en-Escrebieux, 59128, France"
Lille,"MAISON DE VILLE AVEC GARAGE A RENOVER
MAISON de 75 m² habitables sur 148 m² de terrain comprenant :
Entrée centrale, cuisine, séjour avec cheminé feu de bois ;
Etage : palier, 2 chambres, salle de...",105500,75.0,3,Maison,Cambrai,59400,"Cambrai, 59400, France"
Lille,"MAISON SEMI INDIVIDUELLE A RENOVER de 107 m² habitables sur un terrain de 362 m², comprenant :
Rez-de-chaussée : entrée, 2 chambres, wc, grenier aménageable et ancienne chambre mansardée au dessus...",85500,104.0,4,Maison,Cambrai,59400,"Cambrai, 59400, France"
Lille,"A VENDRE à SECLIN proche centre - ville gare et commerces.
Maison de type 1930 de 79 m2 habitable environ comprenant un salon, dégagement, cuisine ouvert sur coin repas salle de bains et...",155900,79.0,4,Maison,Seclin,59113,"Seclin, 59113, France"
Lille,"CAMBRAI, proche de la coulée verte, 
Maison semi individuelle de 1970 à rénover d'une surface de 92.30 m² de référence sur un terrain de   548 m² offrant : 
Entrée,séjour, cuisine , espace  repas...",82500,92.3,5,Maison,Cambrai,59400,"Cambrai, 59400, France"
Lille,MAISON BOURGEOISE DE BOULEVARD – 260 m² – JARDIN & GARAGE DOUBLE,310000,260.0,11,Maison,Valenciennes,59300,"Valenciennes, 59300, France"
Lille,"EXCLUSIVITE Maison de type longère comprenant :
En rez de chaussée : une entrée, une cuisine équipée et meublée, un séjour, un salon avec cheminée, une salle d'eau, un WC, une lingerie (local...",232000,140.0,5,Maison,Rieux-en-Cambrésis,59277,"Rieux-en-Cambrésis, 59277, France"
Lille,"Guesnain: quartier calme-Maison comprenant hall d'entrée, wc, salon séjour, cuisine, 2 chambres (possible 3), placards, salle de bains, cc gaz, véranda, buanderie, jardin, garage, cave",119000,78.0,3,Maison,Guesnain,59287,"Guesnain, 59287, France"
Lille,"Pavillon individuel limitrophe cambrai comprenant :
Au rez de chaussée : une entrée, une cuisine équipée et meublée ouverte sur un salon séjour, un WC
A l'étage : un palier desservant trois...",208890,84.0,4,Maison,Neuville-Saint-Rémy,59554,"Neuville-Saint-Rémy, 59554, France"
Lille,A vendre Carnin Maison  soignée avec extérieur - 3 chambres,165000,105.0,5,Maison,Carnin,59112,"Carnin, 59112, France"
Lille,"Maison de caractère double distribution semi mitoyenne 
Située à 5mn du centre ville cette maison comprend :
Au rez de chaussée : un hall d'entrée desservant, une cuisine équipée, un bureau, un...",278000,179.37,7,Maison,Cambrai,59400,"Cambrai, 59400, France"
Lille,"Maison individuelle située à 5 mn de Cambrai comprenant :
Au rez de chaussée : une entrée, une cuisine équipée et meublée récente, ouverte sur séjour, un salon avec poêle à bois, une salle de...",217000,107.0,6,Maison,Fontaine-Notre-Dame,59400,"Fontaine-Notre-Dame, 59400, France"
Lille,"Maison de type GMF mitoyenne à rénover comprenant :
Au rez de chaussée : une entrée, une cuisine, un salon séjour, un WC
A l'étage : palier desservant 3 chambres et une salle de bains
Véranda (à...",95500,80.0,4,Maison,Cambrai,59400,"Cambrai, 59400, France"
Lille,"BAISSE DE PRIX 
Une maison à usage d'habitation , située dans une commune limitrophe de CAMBRAI, et comprenant :
- En rez de chaussée: Un hall d'entrée, un salon, un séjour, une cuisine meublée,...",93500,88.0,5,Maison,Neuville-Saint-Rémy,59554,"Neuville-Saint-Rémy, 59554, France"
Lille,"Une maison mitoyenne d'environ 60 m², bâtie sur et avec 175 m², comprenant :
- Au rez-de-chaussée : un séjour, une cuisine équipée, une salle de bain avec WC- A l'étage : 2 chambres- Grenier...",149000,60.0,4,Maison,Saint-Amand-les-Eaux,59230,"Saint-Amand-les-Eaux, 59230, France"
Lille,"Maison  type longère 3 CH environ 105 m² avec jardin et garage
L’Office vous présente, en exclusivité, cette jolie longère implantée dans un secteur calme à ERRE. Cette maison semi-individuelle...",197000,104.0,5,Maison,Erre,59171,"Erre, 59171, France"
Lille,"Maison 3 pièces environ 98 m²
L’Office vous présente, en exclusivité, cette jolie maison à rafraichir idéalement placée à ANICHE. Cette maison avec un charme authentique vous séduira grâce à son...",90000,98.0,4,Maison,Aniche,59580,"Aniche, 59580, France"
Lille,A Vendre FACHES-THUMESNIL Maison semi mitoyenne  de style avec jardin et garage,170000,104.0,0,Maison,Faches-Thumesnil,59155,"Faches-Thumesnil, 59155, France"
Lille,"A VENDRE A SECLIN - IMMEUBLE DE RAPPORT 
Situé en centre-ville. 
Composé de 11 logements loués 
log A : T2 d'environ 34m² loué 500,00€/mois + 30€ charges
log B : T1 d'env 35m² loué 500,00€/mois +...",750000,390.0,0,Autre,Seclin,59113,"Seclin, 59113, France"
Lille,"Avant toute demande de visite, nous vous conseillons de faire évaluer votre capacité d’emprunt auprès d’un professionnel bancaire.

Flers en Escrebieux - sur une belle parcelle de 1200m², maison...",189000,159.0,5,Maison,Flers-en-Escrebieux,59128,"Flers-en-Escrebieux, 59128, France"
Lille,"ENSEMBLE DE 2 MAISONS A USAGE LOCATIF
- Une maison actuellement louée 450 € de 78 m² habitables comprenant : entrée, séjour, cuisine, salle de bains, 2 chambres à l'étage, cave, jardin.
-Une...",126600,197.0,7,Maison,Ligny-en-Cambrésis,59191,"Ligny-en-Cambrésis, 59191, France"
Lille,"Plain pied semi individuel comprenant hall d’entrée, salon séjour, 2 chambres, wc, cuisine, salle de bains avec espace buanderie, cave, garage, terrasse, jardin. A conforter!",98000,85.0,3,Maison,Douai,59500,"Douai, 59500, France"
Lille, Maison de caractère de 1913 ? 185 m² ? Grand terrain exposé Sud ? Garage 3 voitures ? Dunkerqu...,680000,185.0,9,Maison,Dunkerque,59240,"Dunkerque, 59240, France"
Lille,"Phalempin, idéal investisseur, immeuble de 267 m² (ancien commerce à usage de café), proximité gare, prévoir travaux.
 Tarif de négociation: 7% TTC jusqu'à 100 000e et 3% TTC pour la partie...",150000,267.0,0,Maison,Phalempin,59133,"Phalempin, 59133, France"
Lille,"MAISON A VENDRE MALO LES BAINS ! En exclusivité chez votre Notaire, dans le centre de MALO LES ...",235000,105.0,4,Maison,Dunkerque,59240,"Dunkerque, 59240, France"
Lille,"Immeuble de rapport avec 2 entrées indépendantes bâtie sur 206m² comprenant :

Un ancien local professionnel de 93m² avec sanitaire et cuisine, wc transformable en habitation et accès au jardin.
A...",118000,145.0,0,Autre,Douai,59500,"Douai, 59500, France"
Lille,"Terrain à bâtir – Viesly – 670 m² – 15 344 € HNI

Construisez la maison de vos rêves sur ce terrain de 670 m² à Viesly !

Façade : 80 ml
Profondeur : 8 ml

Quartier calme, commodités à...",15344,670.0,0,Maison,Viesly,59271,"Viesly, 59271, France"
Lille,"DOUAI centre Immeuble de rapport entièrement rénové en 2022 à usage d'habitation comprenant sas d'entrée, cave, salon séjour cuisine équipée, wc, buanderie, palier, 7 chambres avec salle de bains...",320000,127.0,0,Autre,Douai,59500,"Douai, 59500, France"
Lille,"CAMBRAI- Maison 4 chambres, 122 m2 environ, à deux pas de l'hyper centre-ville.",199120,122.0,6,Maison,Cambrai,59400,"Cambrai, 59400, France"
Lille,"Au c?ur du village, terrain à bâtir libre de constructeur offrant:
Superficie: 397m²
Façade: ...",64000,397.0,0,Autre,Saultain,59990,"Saultain, 59990, France"
Lille,"EN EXCLUSIVITE CHEZ VOTRE NOTAIRE !! 

Maison individuelle à rénover située sur la commune d'...",160000,101.0,4,Maison,Arnèke,59285,"Arnèke, 59285, France"
Lille,TRÈS AGRÉABLE MAISON TRADITIONNELLE SITUÉE DANS UN SECTEUR CALME ET PRISÉ OFFRANT : RDC :  Couloir d'entrée -  Salon et Salle à Manger - Cuisine aménagée - Cabinet de toilette - WC. ÉTAGE : Palier...,263000,90.0,4,Maison,Wasquehal,59290,"Wasquehal, 59290, France"
Lille,"Avant toute demande de visite, nous vous conseillons de faire évaluer votre capacité d’emprunt auprès d’un professionnel bancaire.

Sur la belle commune d'Estrées - Sur une parcelle de 1235m²,...",300000,172.0,5,Maison,Estrées,59151,"Estrées, 59151, France"
Lille,"Vous recherchez une maison semi-individuelle, proche de l'accès autoroute ?

Je vous présente cette maison de type ""1930"" à rénover d'une surface habitable d'environ 102 m², et érigée sur 2.864...",187000,102.0,6,Maison,Raismes,59590,"Raismes, 59590, France"
Lille,"Maison de ville à Denain à rénover entièrement (toiture et charpente principale bonnes) 75 m² possible 90 m² hab.
Au rez-de-chaussée : entrée, salon, salle à manger (escalier entre les 2), cuisine...",45000,90.0,4,Maison,Denain,59220,"Denain, 59220, France"
Lille,"Ensemble immobilier constitué d'une maison comprenant hall, séjour, cuisine, 3 chambres, salle de bains et d'un appartement de type T2.
Garage. Jardin (Bornage en cours) L'ensemble est libre...",150000,113.0,6,Maison,Lambres-lez-Douai,59552,"Lambres-lez-Douai, 59552, France"
Lille,"WAZIERS, maison individuelle bâtie sur 355 m² comprenant salon, salle à manger, cuisine, jardin d'hiver, chambre, salle de bains au 1er étage bureau, 2 chambres.
Cour fermée avec accès voiture,...",77000,99.0,7,Maison,Waziers,59119,"Waziers, 59119, France"
Lille,"Charmante maison  avec garage - 97 m² - Lambersart Champs de Course<br>Découvrez cette ravissante maison des années 1930, qui allie charme ancien et confort moderne, avec ses 97 m² habitables...",520000,97.0,4,Maison,Lambersart,59130,"Lambersart, 59130, France"
Lille,"BAISSE DE PRIX !
Appartement de 166 m² situé au premier étage d'un immeuble avec ascenseur, comprenant : 
Entrée dans un couloir desservant un salon-séjour de 34 m², une cuisine, un cellier,...",390000,166.0,5,Appartement,Marcq-en-Barœul,59700,"Marcq-en-Barœul, 59700, France"
Lille,SOLESMES : Maison familiale quatre chambres - jardin - garage ,130000,117.44,6,Maison,Solesmes,59730,"Solesmes, 59730, France"
Lille,Beaucoup de potentiels et Belles prestations pour cette maison d'habitation individuelle avec J...,280000,147.0,0,Maison,Bierne,59380,"Bierne, 59380, France"
Lille,"Terrain constructible de 669 m² viabilisé sur la Commune de Quaedypre. 
Libre constructeur",95000,669.0,0,Autre,Quaëdypre,59380,"Quaëdypre, 59380, France"
Lille,"LILLE, à proximité du métro CORMONTAIGNE et de l' Institut Catholique des Arts & Métiers",115000,25.0,1,Appartement,Lille,59800,"Lille, 59800, France"
Lille,"Ensemble immobilier constitué d'une maison comprenant hall, séjour, cuisine, 3 chambres, salle de bains et d'un studio.
Garage, jardin. (Cours de bornage par géomètre)",147000,113.0,6,Maison,Lambres-lez-Douai,59552,"Lambres-lez-Douai, 59552, France"
Lille,"Maison à vendre située à Lambres-lez-Douai, d'une surface de 80 m², construite de 1948 à 1969. Cette maison, semi-mitoyenne, comprend 5 pièces, dont 3 chambres, salle de bains et  WC. Elle dispose...",110000,80.0,6,Maison,Lambres-lez-Douai,59552,"Lambres-lez-Douai, 59552, France"
Lille,Plain pied individuel à rénover en totalité bâti sur 1327m² de terrain constructible.,295000,85.0,5,Maison,Bersée,59235,"Bersée, 59235, France"
Lille,"LILLE MOULIN MAISON :

Située rue de Bapaume à Lille agréable maison d'une surface de 92.06 m² habitable (selon DPE) construite sur un terrain de 58 m². Elle est composée d'une entrée, un WC, un...",188000,92.06,4,Maison,Lille,59800,"Lille, 59800, France"
Lille,"À VENDRE – Corps de ferme avec habitation, dépendances et terrain de 2 hectares
Idéal pour propriétaires de chevaux, élevage.

Cette propriété de 2 hectares offre un corps de ferme complet, avec...",235000,124.0,5,Maison,Maubeuge,59600,"Maubeuge, 59600, France"
Lille,"Maison individuelle bâtie sur 2 666 m² comprenant:
Au rez-de-chaussée: Entrée, séjour, cuisine, arrière-cuisine, couloir, salle-de-bains, wc.
A l' étage: Palier, 3 chambres
balcon...",130000,118.42,5,Maison,Louvroil,59720,"Louvroil, 59720, France"
Lille,"Douai, maison de ville double distribution avec jardin et 2 garages attenants",253000,238.0,9,Maison,Douai,59500,"Douai, 59500, France"
Lille,"Maison de ville proche centre-commercial et axes autoroutiers
- cave;
- rez-de-chaussée : grande salle à manger, cuisine équipée, salon avec poêle à bois donnant sur une chambre, wc, véranda;
-...",100000,130.0,0,Maison,Raismes,59590,"Raismes, 59590, France"
Lille,MAISON JARDIN GARAGE LAMBERSART PROX PARC DES CHARMETTES,360000,112.03,4,Maison,Lambersart,59130,"Lambersart, 59130, France"
Lille,"À vendre – Appartement d’exception en hyper centre de Valenciennes.
Emplacement rêvé, beaux volumes et prix au m² le plus bas du centre-ville : une opportunité rare à saisir !
98 m² en...",95000,98.21,3,Appartement,Valenciennes,59300,"Valenciennes, 59300, France"
Lille,"Longère individuelle bâtie sur 684 m² comprenant 
Sous-sol : Cave 
Rdc : Salon cfb, séjour, cuisine, arrière cuisine, salle de douche, wc 
1er Et : 2 chambres, bureau 
Extérieur : 2 garages,...",136000,105.0,4,Maison,Curgies,59990,"Curgies, 59990, France"
Lille,"Maison à usage d'habitation située à Onnaing, composée:
- Au RDC: salon, cuisine, salle de bains avec WC
- au 1er étage : mezzanine au chambre passante, bureau, chambre

Jardin

Chauffage gaz de...",45000,65.0,0,Maison,Onnaing,59264,"Onnaing, 59264, France"
Lille,"Proche toutes commodités à 2 pas de la Préfecture et au premier étage d'une copropriété à taille humaine, appartement lumineux proposant un séjour avec cuisine ouverte, une chambre avec salle de...",184000,43.12,0,Appartement,Lille,59800,"Lille, 59800, France"
Lille,"A vendre sur la commune de  SAINT AMAND LES EAUX , dans le quartier du Saubois, cette maison de plain-pied semi-individuelle, d'une surface habitable d'environ 90 m², et érigé sur 339 m².

Vous...",171000,90.0,3,Maison,Saint-Amand-les-Eaux,59230,"Saint-Amand-les-Eaux, 59230, France"
Lille,"A VENDRE dans un secteur au calme, terrain à bâtir :
- Lot A en premier rang : environ 800 m² - approximativement 20m de façade => Prix 106.000 € HNI
Précision étant ici faite que la division...",106000,2924.0,0,Autre,Nivelle,59230,"Nivelle, 59230, France"
Lille,"Semi plain-pied individuel  de 1989 construction et matériaux de qualité ,d'une surface habitable d'environ  147 m² ( loi carrez ) , offrant :
- Au rez-de-chaussée : Entrée, salon-salle à manger...",380900,147.0,5,Maison,Nivelle,59230,"Nivelle, 59230, France"
Lille,"Maison à vendre à NOYELLES-SUR-ESCAUT.
Maison type longère, individuelle et bâtie en briques sur un terrain de 282m².
Cette maison comprend une surface habitable de 83m² comprenant : 
La maison se...",105000,83.0,4,Maison,Noyelles-sur-Escaut,59159,"Noyelles-sur-Escaut, 59159, France"
Lille,"Maison de village à 10 mn de Cambrai entièrement rénovée comprenant :
Au rez de chaussée : une entrée, une cuisine, un salon séjour
Au 1er étage : un palier desservant une chambre et une salle...",99500,88.0,4,Maison,Abancourt,59268,"Abancourt, 59268, France"
Lille,"Quartier de la Croix d'Anzin, une jolie maison bien entretenue, semi-individuelle, comprenant:

RDC: entrée sur cuisine équipée, séjour, wc, salle de bains avec douche et baignoire.
Etage: 4...",150000,117.0,0,Maison,Valenciennes,59300,"Valenciennes, 59300, France"
Lille,"Maison semi-individuelle avec garage
- sous-sol : trois grandes caves; 
- rez-de-chaussée : hall d'entrée avec placards, salon/salle à manger avec cfdb, cuisine équipée, cellier, salle d'eau, wc,...",175000,107.9,7,Maison,Aulnoy-lez-Valenciennes,59300,"Aulnoy-lez-Valenciennes, 59300, France"
Lille,"Maison de ville secteur Rhônelle - en bon état - faire vite
- trois caves;
- rez-de-chaussée : entrée, salon avec insert, salle à manger, cuisine équipée, wc avec lave-mains, buanderie;
- 1er...",185000,107.56,0,Maison,Valenciennes,59300,"Valenciennes, 59300, France"
Lille,"Maison semi-individuelle - secteur prisé et calme proche rue Milhomme et centre-ville 
- Sous-sol : deux caves, garage 2v
- Rez-de-chaussée : hall d'entrée, salon/salle à manger avec insert,...",190000,95.0,5,Maison,Valenciennes,59300,"Valenciennes, 59300, France"
Lille,"Grande maison individuelle sur 1344 m²
- cave;
- rez-de-chaussée : hall d'entrée, salon, salle à manger, cuisine, cellier, une pièce, salle d'eau avec wc;
- 1er étage : palier, salle d'eau, wc...",310000,160.0,6,Maison,Curgies,59990,"Curgies, 59990, France"
Bordeaux,"Plusieurs projets possible pour cette propriété composée d'une élégante maison de maitre dans le cœur de La Réole d'un volume de 450m², plus dépendances, appartement, avec parcelle arboré de...",295000,450.0,0,Maison,Réole,33190,"Réole, 33190, France"
Bordeaux,"PROPRIETE à 25 km de SAINT EMILION dans le secteur de l'ENTRE DEUX MERS , à proximité de la DOR...",800000,173.0,5,Maison,Sainte-Radegonde,33350,"Sainte-Radegonde, 33350, France"
Bordeaux,"Maison à Vendre à proximité de SAINT DENIS DE PILE (33910), sur la commune de Saint-Martin-de-L...",335577,145.0,6,Maison,Saint-Denis-de-Pile,33910,"Saint-Denis-de-Pile, 33910, France"
Bordeaux,propriété à vendre de 28 hectares attenants à 12 min de LIBOURNE (33500) et 18 min de SAINT AND...,480769,256.0,6,Maison,Libourne,33500,"Libourne, 33500, France"
Bordeaux,"Maison à Vendre à Périssac (33240) en Gironde (33), sur un terrain de 1200 m²  maison de type 6...",190476,109.0,6,Maison,Périssac,33240,"Périssac, 33240, France"
Bordeaux,"ensemble immobilier avec deux maisons situées dans le centre de Coutras (33230) en GIRONDE, sur...",188571,196.0,6,Maison,Coutras,33230,"Coutras, 33230, France"
Bordeaux,"A VENDRE, Gironde, proche Bordeaux, EYSINES, quartier Migron, sur un terrain de 332 m², Maison ...",320000,91.0,4,Maison,Eysines,33320,"Eysines, 33320, France"
Bordeaux,"Ancien Café des Sports avec jardin, dépendances à rénover, pour le faire revivre, ou à transformer !",80000,326.0,9,Maison,Saint-Michel-de-Castelnau,33840,"Saint-Michel-de-Castelnau, 33840, France"
Bordeaux,"Maison PIERRE dans un petit hameau au calme, avec en RDC cuisine, salle à manger, deux chambres, salle d'eau récente. A l'étage deux grandes chambres avec parquet ancien. A cela s'ajoute 2 garages...",240000,143.0,6,Maison,Sauveterre-de-Guyenne,33540,"Sauveterre-de-Guyenne, 33540, France"
Bordeaux,"Environnement calme pour cette jolie traditionnelle de 132 m² habitable  + ses dépendances. 
Maison familiale composée d'une jolie entrée spacieuse, qui dessert la partie jour et d'un autre coté...",230000,152.0,6,Maison,Lamothe-Landerron,33190,"Lamothe-Landerron, 33190, France"
Bordeaux,"Maison à Vendre à La Teste-de-Buch (33260) en Gironde (33), à 3 min du centre de La TESTE et de...",300000,70.0,3,Maison,Teste-de-Buch,33260,"Teste-de-Buch, 33260, France"
Bordeaux,"Maison à Vendre à Fargues Saint-Hilaire (33370) en Gironde (33)

Quartier calme et recherché ...",303000,222.0,9,Maison,Fargues-Saint-Hilaire,33370,"Fargues-Saint-Hilaire, 33370, France"
Bordeaux,"Dans un environnement calme, sans vis à vis, se trouvent 3 jolies demeures distinctes où de nombreux projets de vie vous attendent : chambres d'hôtes, gites immédiat sans aucun travaux à prévoir ;...",575900,480.0,15,Maison,Barie,33190,"Barie, 33190, France"
Bordeaux,"Quartier recherché au calme à proximité de l'océan - LE VERDON
Splendide maison d'architecte s...",238000,102.0,4,Maison,Verdon-sur-Mer,33123,"Verdon-sur-Mer, 33123, France"
Bordeaux,"Maison de ville en très bon état avec attenant un garage de 200m²  pouvant convenir à une activité professionnelle.
Habitation composée d'un sas d'entrée, salon lumineux et spacieux, salle à...",220000,152.0,6,Maison,Gironde-sur-Dropt,33190,"Gironde-sur-Dropt, 33190, France"
Bordeaux,"A VENDRE, Gironde, Bordeaux Cauderan, quartier Les Maréchaux, sur un terrain de 247 m², maison ...",300000,116.0,4,Maison,Bordeaux,33200,"Bordeaux, 33200, France"
Bordeaux,PROCHE CREON Vaste propriété composée de deux maisons environ 380 m² de surface habitables de d...,525000,380.0,20,Maison,Camiac-et-Saint-Denis,33420,"Camiac-et-Saint-Denis, 33420, France"
Bordeaux,"Maison en bon état avec dépendance et sous sol. En rez-de-jardin une jolie véranda de 33m², entrée, salon cheminée, cuisine, espace de vie avec poutres apparentes, salle de bains, 3 chambres avec...",290000,185.0,5,Maison,Roquebrune,33580,"Roquebrune, 33580, France"
Bordeaux,"Rare ! Dans un très joli village, maison mitoyenne en pierre, avec cour sur l'arrière, solarium...",125000,110.0,5,Maison,Monségur,33580,"Monségur, 33580, France"
Bordeaux,"SAINT ROMAIN LA VIRVEE (33) GIRONDE
Coup de c?ur pour cette ravissante maison en pierres avec ...",191000,225.0,7,Maison,Saint-Romain-la-Virvée,33240,"Saint-Romain-la-Virvée, 33240, France"
Bordeaux,"BORDEAUX SAINT GENES
Située rue de Pessac cette magnifique demeure bourgeoise avec éléments d'...",780000,227.0,8,Maison,Bordeaux,33000,"Bordeaux, 33000, France"
Bordeaux,"A VENDRE, Proche Langon et Bordeaux, entre deux mers, à RIONS, Ancienne propriété viticole sur ...",180000,220.0,7,Maison,Rions,33410,"Rions, 33410, France"
Bordeaux,"Ensemble immobilier de 2 biens sur une parcelle de 1173m² composé 
d'une 1ere maison d'habitation de 125m² avec en RDC entrée, chambre, cuisine, cellier; salon séjour, salle de bains, wc, garage...",205000,215.0,0,Maison,Lamothe-Landerron,33190,"Lamothe-Landerron, 33190, France"
Bordeaux,"Idéalement située dans un environnement verdoyant, à l’abri des regards et du bruit, cette superbe demeure ancienne rénovée avec soin offre un cadre de vie paisible. Le rez-de-chaussée conçu pour...",380000,260.0,8,Maison,Louchats,33125,"Louchats, 33125, France"
Bordeaux,"Maison à vendre à Pompignac (33370) en Gironde (33).

Proche Fargues Saint Hilaire (33370) be...",680000,214.0,6,Maison,Pompignac,33370,"Pompignac, 33370, France"
Bordeaux,"A VENDRE, Gironde, proche Bordeaux, LE PIAN MEDOC, quartier Feydieu, très calme, sur un terrain...",380000,122.0,4,Maison,Pian-Médoc,33290,"Pian-Médoc, 33290, France"
Bordeaux,"Maison à Vendre à Camblanes-et-Meynac (33360) en Gironde (33).

Proche Latresne (33360) Magni...",960000,250.0,9,Maison,Camblanes-et-Meynac,33360,"Camblanes-et-Meynac, 33360, France"
Bordeaux,"Maison de plain-pied située dans un environnement calme et arboré, au sein du quartier Caychac ...",613000,193.0,6,Maison,Blanquefort,33290,"Blanquefort, 33290, France"
Bordeaux,"Maison à Vendre à Créon (33670) en Gironde (33)

Au c?ur des commodités agréable maison mitoy...",229500,78.0,6,Maison,Créon,33670,"Créon, 33670, France"
Bordeaux,"A VENDRE, Gironde, Bassin d'Arcachon, LEGE CAP FERRET, Claouey, proche du centre, sur un terrai...",577000,113.0,5,Maison,Lège-Cap-Ferret,33950,"Lège-Cap-Ferret, 33950, France"
Bordeaux,"Bordeaux - Quartier Saint-Seurin - demeure familiale
 
Dans un secteur recherché pour sa qual...",1110000,272.0,9,Maison,Bordeaux,33000,"Bordeaux, 33000, France"
Bordeaux,"Maison à Vendre à Pessac (33600) en Gironde (33)

Découvrez cette maison de 130 m² située à P...",430000,130.0,5,Maison,Pessac,33600,"Pessac, 33600, France"
Bordeaux,"Terrain à Vendre à Créon (33670) en Gironde (33)

Au centre de Créon entre le nouveau Lycée e...",90000,560.0,0,Autre,Créon,33670,"Créon, 33670, France"
Bordeaux,"A VENDRE, Gironde, proche Bordeaux, dans le centre d'Eysines mais dans une impasse, beau terrai...",287000,700.0,0,Autre,Eysines,33320,"Eysines, 33320, France"
Bordeaux,"A VENDRE, Gironde, proche Bordeaux, SAINT AUBIN DE MEDOC, dans un secteur calme proche du centr...",290000,67.0,3,Maison,Saint-Aubin-de-Médoc,33160,"Saint-Aubin-de-Médoc, 33160, France"
Bordeaux,"Quartier  Perrens, Pellegrin , dans une résidence sécurisée, appartement loué de type T1 Bis.",143000,31.0,2,Appartement,Bordeaux,33000,"Bordeaux, 33000, France"
Bordeaux,"A VENDRE local professionnel et appartement LIBOURNE (33500), proximité centre, avec bonne visi...",237143,159.0,7,Maison,Libourne,33500,"Libourne, 33500, France"
Bordeaux,"Maison à Vendre à Loupes (33370) en Gironde (33)

Entre Créon (33670) et Fargues Saint Hilair...",190000,70.0,4,Maison,Loupes,33370,"Loupes, 33370, France"
Bordeaux,"Maison à Vendre à Galgon (33133) en Gironde (33), 10 min de LIBOURNE, sur 920 m² de terrain ave...",374519,155.0,6,Maison,Galgon,33133,"Galgon, 33133, France"
Bordeaux,"LACANAU OCEAN, Maison d'habitation - LACANAU OCEAN  - Secteur calme à 10 minutes à pied de la plage centrale 

Agréable maison édifiée sur deux niveaux, développant environ 158 m² habitables,...",761000,157.0,8,Maison,Lacanau,33680,"Lacanau, 33680, France"
Bordeaux,"Située dans un secteur résidentiel, calme et vert de Villenave-d'Ornon, cette maison est proche...",340000,124.0,6,Maison,Villenave-d'Ornon,33140,"Villenave-d'Ornon, 33140, France"
Bordeaux,"maison  à Vendre à Nérigean (33750) en Gironde (33), sur 2168 m² de terrain belle maison ancien...",330000,185.0,7,Maison,Nérigean,33750,"Nérigean, 33750, France"
